Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
Stillwater,"['Drama', 'Crime', 'Thriller']",2021-07-29,139,,Participant,20000000,19754272,6.7,[]
Willy's Wonderland,"['Action', 'Horror', 'Comedy']",2021-02-12,88,,Saturn Films,5000000,431020,6.056,[]
Mainstream,"['Comedy', 'Drama']",2021-05-07,95,,Automatik Entertainment,5000000,0,6.368,[]
Nothing Serious,"['Romance', 'Comedy']",2021-11-24,95,,CJ Entertainment,0,0,6.635,[]
Coming 2 America,['Comedy'],2021-03-04,110,,Paramount,60000000,0,6.454,[]
Those Who Wish Me Dead,"['Thriller', 'Action']",2021-05-05,100,,Bron Studios,20000000,23384502,6.688,[]
Sword Art Online the Movie – Progressive – Aria of a Starless Night,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",2021-10-30,97,,A-1 Pictures,0,14037060,7.8,[]
He's All That,"['Comedy', 'Romance']",2021-08-27,91,,Miramax,0,0,6.587,[]
Halloween Kills,"['Horror', 'Thriller']",2021-10-14,105,,Blumhouse Productions,20000000,133400000,6.477,[]
Midnight,"['Thriller', 'Crime']",2021-06-30,103,,Peppermint&company,0,0,7.171,[]
Palmer,['Drama'],2021-01-28,110,,SK Global Entertainment,0,0,8.159,[]
Vacation Friends,['Comedy'],2021-08-27,103,,Broken Road Productions,0,0,7.136,[]
The Ice Road,"['Action', 'Thriller']",2021-06-24,108,,ShivHans Pictures,0,7502846,6.892,[]
Rurouni Kenshin: The Final,"['Action', 'Adventure']",2021-04-23,138,,Warner Bros. Japan,0,33457923,7.7,[]
Army of the Dead,"['Action', 'Crime', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",2021-05-14,148,,The Stone Quarry,90000000,190700000,6.239,[]
The Mitchells vs. the Machines,"['Animation', 'Adventure', 'Comedy']",2021-04-22,110,,Lord Miller,75000000,0,7.918,[]
The Last Duel,"['History', 'Drama', 'Action']",2021-10-13,153,,20th Century Studios,100000000,30500000,7.459,[]
Fear Street: 1994,"['Mystery', 'Horror']",2021-06-28,107,,Chernin Entertainment,0,0,6.711,[]
Kingdom: Ashin of the North,"['Drama', 'Fantasy', 'Thriller']",2021-07-23,92,,Studio Dragon,0,0,7.169,[]
The Marksman,"['Action', 'Drama', 'Thriller']",2021-01-15,108,,Sculptor Media,23000000,23076711,6.892,[]
Trolls Holiday in Harmony,"['Animation', 'Fantasy', 'Family', 'Comedy']",2021-11-26,30,,DreamWorks Animation,0,0,7.2,[]
House of Gucci,"['Drama', 'History', 'Crime']",2021-11-24,158,,Scott Free Productions,75000000,153235995,6.626,[]
To All the Boys: Always and Forever,"['Romance', 'Comedy', 'Drama']",2021-02-12,115,,Awesomeness Films,0,0,7.581,[]
The Power of the Dog,"['Drama', 'Western']",2021-10-25,128,,BBC Film,0,0,6.783,[]
The Little Things,"['Crime', 'Drama', 'Thriller']",2021-01-28,128,,Warner Bros. Pictures,30000000,29942746,6.329,[]
Monster Pets: A Hotel Transylvania Short,"['Animation', 'Comedy', 'Fantasy']",2021-04-02,6,,Columbia Pictures,0,0,7.385,[]
The Medium,"['Horror', 'Thriller']",2021-07-14,131,,Northern Cross,0,7230000,7.039,[]
The Voyeurs,['Thriller'],2021-08-25,117,,Divide / Conquer,0,0,6.7,[]
The Kissing Booth 3,"['Romance', 'Comedy']",2021-08-11,112,,Komixx Entertainment,0,0,6.952,[]
Hitman's Wife's Bodyguard,"['Action', 'Comedy', 'Crime', 'Thriller']",2021-06-14,117,,Nu Boyana Film Studios,70000000,70060492,6.707,[]
Cinderella,"['Fantasy', 'Romance', 'Comedy']",2021-09-03,113,,Fulwell 73 Productions,0,0,6.427,[]
Nightmare Alley,"['Crime', 'Thriller', 'Drama']",2021-12-02,150,,Searchlight Pictures,60000000,39629195,6.998,[]
Counterattack,"['Action', 'Mystery', 'Thriller']",2021-02-15,88,,Changxing Film Culture,0,0,6.8,[]
Escape Room: Tournament of Champions,"['Horror', 'Thriller', 'Mystery']",2021-07-01,88,,Original Film,15000000,65800000,6.567,[]
Moonbound,"['Animation', 'Adventure', 'Comedy']",2021-06-24,81,,Little Dream Entertainment,2000000,6666618,6.4,[]
Ron's Gone Wrong,"['Animation', 'Science Fiction', 'Family', 'Comedy']",2021-10-14,107,,Locksmith Animation,0,60692022,7.938,[]
Space Sweepers,"['Drama', 'Fantasy', 'Science Fiction']",2021-02-05,136,,Bidangil Pictures,21000000,24571,7.103,[]
Fear Street: 1978,"['Mystery', 'Horror']",2021-07-08,110,,Chernin Entertainment,0,0,7.213,[]
Stepdad and Mother-Daughter,['Romance'],2021-09-24,65,,,0,0,7.0,[]
Belle,"['Animation', 'Science Fiction', 'Family']",2021-07-16,122,,Studio Chizu,0,63501160,7.8,[]
You Keep the Kids,"['Comedy', 'Family']",2021-12-17,103,,El Álamo Producciones Cinematográficas S.L.,0,0,7.231,[]
A Boy Called Christmas,"['Family', 'Adventure', 'Fantasy']",2021-11-24,104,,StudioCanal,0,0,7.408,[]
The Vault,"['Drama', 'Action', 'Thriller']",2021-03-04,114,,Ciudadano Ciskul,15000000,8804000,6.844,[]
Back to the Outback,"['Animation', 'Family', 'Adventure', 'Comedy']",2021-12-03,92,,Weed Road Pictures,0,0,7.767,[]
The Last Warrior: Emissary of Darkness,"['Fantasy', 'Adventure', 'Comedy']",2021-12-23,108,,Cinema Fund,7000000,29694624,6.878,[]
The Simpsons in Plusaversary,"['Animation', 'Comedy', 'Fantasy']",2021-11-12,4,,Gracie Films,0,0,6.56,[]
A Writer's Odyssey,"['Fantasy', 'Action', 'Adventure', 'Drama']",2021-02-12,130,,United Entertainment Partners,0,150123320,7.28,[]
Blood Red Sky,"['Horror', 'Thriller', 'Action']",2021-07-23,123,,Rat Pack Filmproduktion,17739525,0,6.889,[]
The Last Mercenary,"['Action', 'Comedy']",2021-07-30,110,,Forecast Pictures,0,0,6.5,[]
Summer Ghost,"['Animation', 'Drama', 'Mystery', 'Fantasy']",2021-11-12,40,,FLAT STUDIO,0,0,7.271,[]
Sweet & Sour,"['Drama', 'Romance', 'Comedy']",2021-06-04,101,,26 Company,0,0,7.805,[]
Eva,"['Drama', 'Romance']",2021-12-24,95,,Viva Films,0,0,5.7,[]
Rabbids Invasion - Mission To Mars,['Animation'],2021-09-29,70,,France Télévisions,0,0,6.177,[]
One Shot,['Action'],2021-11-05,97,,Signature Films,0,29439,6.775,[]
Red Dot,"['Thriller', 'Horror']",2021-02-11,86,,Film i Dalarna,0,0,5.883,[]
Hell Hath No Fury,"['Action', 'War']",2021-11-05,94,,Well Go USA Entertainment,0,0,6.579,[]
Let Us In,"['Science Fiction', 'Thriller', 'Horror']",2021-07-02,84,,Pelican Films,0,0,5.5,[]
Awake,"['Drama', 'Science Fiction', 'Thriller']",2021-06-09,96,,Entertainment One,0,0,5.921,[]
You Might Get Lost,"['Horror', 'Science Fiction']",2021-05-01,90,,Amber Pictures,0,0,5.6,[]
Chaos Walking,"['Fantasy', 'Science Fiction', 'Adventure']",2021-02-24,109,,Quadrant Pictures,125000000,26508132,6.622,[]
The French Dispatch,"['Drama', 'Comedy']",2021-10-21,108,,Searchlight Pictures,25000000,46333545,7.072,[]
Boss Level,"['Action', 'Science Fiction', 'Thriller']",2021-02-19,94,,WarParty Films,45000000,2000000,6.877,[]
"The Simpsons: The Good, the Bart, and the Loki","['Animation', 'Comedy', 'Family']",2021-07-07,6,,Gracie Films,0,0,7.304,[]
Gunpowder Milkshake,"['Action', 'Crime', 'Thriller']",2021-07-14,114,,Studio Babelsberg,30000000,1015760,6.37,[]
The Last Letter from Your Lover,"['Drama', 'Romance']",2021-07-23,110,,Blueprint Pictures,0,1451974,7.472,[]
SAS: Red Notice,"['Drama', 'Action', 'Thriller']",2021-08-11,120,,Ingenious Media,0,0,5.835,[]
The Harder They Fall,['Western'],2021-10-22,139,,Overbrook Entertainment,0,0,6.667,[]
The Protégé,"['Action', 'Thriller']",2021-08-19,109,,Millennium Media,0,8639684,6.604,[]
Three Wishes for Cinderella,"['Fantasy', 'Family']",2021-11-12,87,,Storm Films,0,0,6.993,[]
The Green Knight,"['Adventure', 'Drama', 'Fantasy']",2021-07-29,130,,A24,15000000,18888418,6.586,[]
"Paris, 13th District","['Drama', 'Romance']",2021-11-03,106,,Page 114,0,2200000,6.98,[]
AINBO: Spirit of the Amazon,"['Adventure', 'Animation', 'Family', 'Fantasy']",2021-02-09,84,,Tunche Films,0,10237061,7.016,[]
Human Resources,"['Mystery', 'Horror']",2021-08-14,108,,NBD Productions,0,0,5.5,[]
Mother/Android,"['Science Fiction', 'Thriller']",2021-12-17,111,,Miramax,0,0,5.819,[]
Ciao Alberto,"['Animation', 'Comedy', 'Family', 'Fantasy']",2021-11-12,7,,Walt Disney Pictures,45223,0,7.454,[]
The Deep House,"['Horror', 'Drama']",2021-06-30,85,,Radar Films,0,1900000,6.115,[]
The Innocents,"['Horror', 'Drama', 'Fantasy']",2021-09-03,117,,Mer Film AS,3400000,322000,6.9,[]
The Many Saints of Newark,['Crime'],2021-09-22,120,,HBO Films,50000000,13037403,6.39,[]
Ghost in the Shell: SAC_2045 Sustainable War,"['Animation', 'Action', 'Science Fiction']",2021-12-21,118,,FlyingDog,0,0,7.174,[]
Redemption Day,['Action'],2021-01-08,100,,H Films,0,0,6.1,[]
Dynasty Warriors,"['Action', 'Adventure', 'Fantasy']",2021-04-27,118,,HMV Digital China Group Limited,38504400,3310000,6.036,[]
American Underdog,['Drama'],2021-12-25,112,,Lionsgate,0,25000000,7.257,[]
Trollhunters: Rise of the Titans,"['Animation', 'Fantasy', 'Family', 'Action', 'Adventure']",2021-07-21,106,,Double Dare You Productions,0,0,7.6,[]
New Gods: Nezha Reborn,"['Animation', 'Action', 'Fantasy']",2021-02-06,116,,bilibili,0,0,8.087,[]
Restart the Earth,"['Science Fiction', 'Horror', 'Action']",2021-09-03,89,,Zhong Lele Pictures,0,0,6.848,[]
Run Hide Fight,"['Action', 'Crime', 'Thriller']",2021-06-17,109,,Cinestate,2000000,34561,6.766,[]
Slash/Back,"['Science Fiction', 'Action', 'Thriller', 'Horror']",2022-06-24,87,,Good Question Media,0,15511,6.641,[]
Dead for a Dollar,"['Western', 'Thriller', 'Action']",2022-09-30,106,,"Chaos, a Film Company",0,81403,5.613,[]
Teddy's Christmas,"['Family', 'Adventure', 'Fantasy']",2022-11-05,76,,Fantefilm,0,0,7.152,[]
Avatar: The Way of Water,"['Science Fiction', 'Adventure', 'Action']",2022-12-14,192,,20th Century Studios,460000000,2320250281,7.647,[]
Reign of Chaos,"['Action', 'Horror', 'Fantasy']",2022-04-12,77,,Proportion Productions,10000,100,5.983,[]
Puss in Boots: The Last Wish,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Action']",2022-12-07,103,,DreamWorks Animation,90000000,484700000,8.259,[]
Deep Sea Mutant Snake,"['Thriller', 'Fantasy', 'Horror']",2022-08-27,80,,,0,0,7.0,[]
Good Boy,"['Horror', 'Thriller']",2022-06-03,76,,Fredagsfilm,8500,0,6.665,[]
Galaxy Games,['Fantasy'],2022-07-04,83,,High Octane Pictures,0,0,5.7,[]
How to Save the Immortal,"['Animation', 'Comedy', 'Adventure', 'Fantasy', 'Romance', 'Family']",2022-06-09,76,,KinoAtis,0,0,7.222,[]
Christmas Bloody Christmas,['Horror'],2022-10-05,87,,Channel 83 Films,0,0,5.565,[]
Black Adam,"['Action', 'Adventure', 'Science Fiction']",2022-10-19,124,,New Line Cinema,200000000,393252111,6.987,[]
Wifelike,"['Science Fiction', 'Mystery', 'Thriller']",2022-08-12,106,,Steven Paul Production,0,0,6.976,[]
Black Panther: Wakanda Forever,"['Action', 'Adventure', 'Science Fiction']",2022-11-09,162,,Marvel Studios,250000000,859102154,7.158,[]
Top Gun: Maverick,"['Action', 'Drama']",2022-05-24,131,,Skydance,170000000,1488732821,8.24,[]
Redeeming Love,"['Romance', 'Drama', 'Western']",2022-01-21,134,,Mission Pictures International,30000000,9500000,7.893,[]
The Batman,"['Crime', 'Mystery', 'Thriller']",2022-03-01,177,,6th & Idaho,185000000,771000000,7.697,[]
Jurassic World Dominion,"['Adventure', 'Action', 'Science Fiction']",2022-06-01,147,,Amblin Entertainment,165000000,1001978080,6.752,[]
Sonic the Hedgehog 2,"['Action', 'Adventure', 'Family', 'Comedy']",2022-03-30,123,,Original Film,110000000,405400000,7.545,[]
Doctor Strange in the Multiverse of Madness,"['Fantasy', 'Action', 'Adventure']",2022-05-04,126,,Marvel Studios,200000000,955775804,7.3,[]
Mega Lightning,"['Action', 'Horror', 'Science Fiction']",2022-12-05,90,,Jagged Edge Productions,0,0,4.5,[]
"2025: Blood, White & Blue","['Horror', 'Action', 'Comedy']",2022-07-01,135,,Audiovisual Films,0,0,5.0,[]
Julia(s),"['Drama', 'Comedy']",2022-12-21,120,,WY Productions,0,0,7.138,[]
A Tale of Two Guns,['Western'],2022-02-17,91,,,0,0,6.271,[]
365 Days: This Day,"['Romance', 'Drama']",2022-04-27,111,,Ekipa,0,0,5.836,[]
X,"['Horror', 'Thriller', 'Mystery']",2022-03-17,106,,A24,1000000,14700000,6.747,[]
Thor: Love and Thunder,"['Fantasy', 'Action', 'Comedy']",2022-07-06,119,,Marvel Studios,250000000,760900000,6.499,[]
Prey,"['Thriller', 'Action', 'Science Fiction']",2022-08-02,100,,20th Century Studios,65000000,0,7.747,[]
Hunting Souls,['Horror'],2022-04-04,93,,Seven Studios Productions,0,0,6.7,[]
The Next 365 Days,"['Romance', 'Drama']",2022-08-19,112,,Ekipa,0,0,6.484,[]
Hotel Transylvania: Transformania,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",2022-02-25,92,,Sony Pictures Animation,75000000,18500000,7.002,[]
Glass Onion: A Knives Out Mystery,"['Comedy', 'Crime', 'Mystery']",2022-11-12,140,,T-Street,40000000,13280000,7.052,[]
Violent Night,"['Action', 'Comedy', 'Thriller', 'Horror', 'Crime', 'Fantasy']",2022-11-30,112,,87North Productions,20000000,75734910,7.411,[]
Turning Red,"['Animation', 'Family', 'Comedy', 'Fantasy']",2022-03-10,100,,Walt Disney Pictures,190000000,18900000,7.418,[]
20th Century Girl,"['Romance', 'Drama']",2022-10-06,119,,Yong Film,119,0,8.226,[]
After Ever Happy,"['Romance', 'Drama']",2022-08-24,95,,Voltage Pictures,14000000,19200000,6.9,[]
The Survivor,"['History', 'Action', 'Drama']",2022-04-07,129,,Bron Studios,0,0,7.128,[]
Minions: The Rise of Gru,"['Animation', 'Comedy', 'Family']",2022-06-29,87,,Universal Pictures,85000000,940000000,7.358,[]
One Piece Film Red,"['Animation', 'Adventure', 'Action', 'Fantasy']",2022-08-06,115,,Toei Animation,0,150797338,7.311,[]
Fantastic Beasts: The Secrets of Dumbledore,"['Fantasy', 'Adventure', 'Family']",2022-04-06,142,,Warner Bros. Pictures,200000000,407200000,6.696,[]
Fall,['Thriller'],2022-08-11,107,,Tea Shop Productions,3000000,16120263,7.227,[]
Nope,"['Horror', 'Science Fiction', 'Mystery']",2022-07-20,130,,Monkeypaw Productions,68000000,170823080,6.891,[]
Luck,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",2022-08-05,105,,Skydance Animation,0,0,7.832,[]
Babylon,"['Drama', 'Comedy']",2022-12-22,189,,Paramount,78000000,63363579,7.428,[]
Mantra,"['Thriller', 'Horror']",2022-10-11,103,,,0,0,0.0,[]
Uncharted,"['Action', 'Adventure']",2022-02-10,116,,Columbia Pictures,120000000,407100000,7.0,[]
Suzume,"['Animation', 'Drama', 'Adventure', 'Fantasy']",2022-11-11,123,,CoMix Wave Films,0,321092572,7.983,[]
Everything Everywhere All at Once,"['Action', 'Adventure', 'Science Fiction']",2022-03-24,140,,A24,25000000,139200000,7.812,[]
The Woman King,"['Action', 'Drama', 'History']",2022-09-16,135,,TriStar Pictures,50000000,97300000,7.707,[]
The Taming of the Shrewd,"['Romance', 'Comedy']",2022-04-13,112,,Bagatela Studio,0,0,5.4,[]
Goodbye Monster,"['Animation', 'Fantasy', 'Adventure']",2022-08-13,99,,Daysview Digital Image,0,0,6.2,[]
Bullet Train,"['Action', 'Comedy', 'Thriller']",2022-08-03,127,,87North Productions,90000000,239268602,7.495,[]
No Name and Dynamite,['Western'],2022-02-21,91,,,0,0,5.5,[]
Project Wolf Hunting,"['Action', 'Thriller', 'Horror', 'Crime']",2022-09-21,122,,The Contents On,9000000,20541,6.373,[]
Terrifier 2,"['Horror', 'Thriller']",2022-10-06,138,,Dark Age Cinema,250000,15100000,6.786,[]
Dragon Ball Super: Super Hero,"['Animation', 'Science Fiction', 'Action']",2022-06-11,99,,Toei Animation,0,86562140,7.91,[]
M3GAN,"['Science Fiction', 'Horror']",2022-12-28,102,,Atomic Monster,12000000,179960167,7.2,[]
Through My Window,"['Drama', 'Romance', 'Comedy']",2022-02-04,112,,Nostromo Pictures,0,0,7.398,[]
A Christmas Karen,['Comedy'],2022-11-18,98,,Renaissance Entertainment (II),0,0,5.5,[]
Troll,"['Fantasy', 'Action', 'Adventure']",2022-12-01,104,,Motion Blur,0,0,6.673,[]
Moonfall,"['Science Fiction', 'Adventure', 'Action']",2022-02-03,131,,Centropolis Entertainment,146000000,67300000,6.35,[]
A Show-Stopping Christmas,"['Romance', 'Drama']",2022-11-20,87,,H9 Films,0,0,6.5,[]
The Lost City,"['Action', 'Adventure', 'Comedy']",2022-03-24,112,,Paramount,74000000,192907684,6.569,[]
Hui Buh and the Witch's Castle,"['Family', 'Fantasy', 'Adventure', 'Comedy']",2022-11-03,0,,Rat Pack Filmproduktion,0,0,5.4,[]
The Silent Forest,"['Mystery', 'Thriller', 'Crime']",2022-02-17,95,,Poison,0,0,6.071,[]
The Lake,"['Horror', 'Science Fiction', 'Thriller']",2022-08-18,104,,Hollywood Thailand,2480000,0,5.904,[]
Titina,"['Adventure', 'Animation', 'Family', 'History']",2022-10-21,91,,Vivi Film,8121167,0,6.8,[]
Raiders of the Lost Library,"['Action', 'Adventure']",2022-10-27,105,,Central Partnership,0,0,5.786,[]
The Ice Age Adventures of Buck Wild,"['Animation', 'Comedy', 'Adventure', 'Family']",2022-01-28,82,,Bardel Entertainment,0,0,6.652,[]
The Bad Guys,"['Animation', 'Action', 'Adventure', 'Family']",2022-03-17,100,,DreamWorks Animation,80000000,250162278,7.588,[]
All Quiet on the Western Front,"['Drama', 'War']",2022-10-07,147,,Amusement Park Films,20000000,0,7.736,[]
Umma,"['Horror', 'Mystery']",2022-03-18,83,,Raimi Productions,0,2118582,5.369,[]
Disenchanted,"['Comedy', 'Family', 'Fantasy']",2022-11-18,119,,Walt Disney Pictures,0,0,6.817,[]
Morbius,"['Action', 'Science Fiction', 'Fantasy']",2022-03-30,105,,Columbia Pictures,75000000,167500000,6.081,[]
Renegades,"['Action', 'Crime', 'Thriller']",2022-12-02,91,,Shogun Films,4000000,0,5.385,[]
Lamborghini: The Man Behind the Legend,"['Drama', 'History']",2022-11-18,97,,Iervolino & Lady Bacardi Entertainment,0,0,6.428,[]
The Sea Beast,"['Animation', 'Adventure', 'Family', 'Fantasy']",2022-06-24,119,,Netflix,0,0,7.417,[]
The Whale,['Drama'],2022-12-09,117,,A24,3000000,55101305,7.909,[]
Scream,"['Horror', 'Mystery', 'Thriller']",2022-01-12,114,,Paramount,24000000,137700000,6.692,[]
The Northman,"['Action', 'Adventure', 'Fantasy']",2022-04-07,137,,Focus Features,80000000,69633110,7.085,[]
Death on the Nile,"['Mystery', 'Crime', 'Thriller']",2022-02-09,127,,Scott Free Productions,90000000,137307235,6.453,[]
One Week Friends,['Drama'],2022-06-18,106,,,0,0,5.7,[]
Summer 1941,"['Action', 'War']",2022-04-21,112,,Kazakhstan Ministry of Culture,0,0,6.9,[]
Guillermo del Toro's Pinocchio,"['Animation', 'Fantasy', 'Drama', 'Family']",2022-11-09,117,,The Jim Henson Company,35000000,0,8.158,[]
Sniper: The White Raven,"['War', 'Action', 'Drama']",2022-05-03,120,,UM Group,1000000,0,7.637,[]
The Boss Baby: Christmas Bonus,"['Animation', 'Family', 'Adventure']",2022-12-06,47,,DreamWorks Animation Television,0,0,6.8,[]
Memory,"['Action', 'Thriller', 'Crime']",2022-04-28,114,,Black Bear Pictures,30000000,13900000,6.863,[]
Mira,"['Science Fiction', 'Drama', 'Adventure', 'Family']",2022-12-22,110,,Mars Media Entertainment,6042800,0,7.57,[]
Decision to Leave,"['Thriller', 'Mystery', 'Romance']",2022-06-29,138,,Moho Film,0,16914773,7.384,[]
Roald Dahl's Matilda the Musical,"['Family', 'Comedy', 'Fantasy']",2022-11-25,117,,Working Title Films,25000000,35600000,6.762,[]
Samaritan,"['Science Fiction', 'Crime', 'Action']",2022-08-25,102,,Metro-Goldwyn-Mayer,100000000,0,6.757,[]
Elvis,"['Drama', 'Music']",2022-06-22,159,,Warner Bros. Pictures,85000000,288670284,7.579,[]
The Black Phone,"['Horror', 'Thriller']",2022-06-22,103,,Universal Pictures,17000000,161400000,7.666,[]
A Man Called Otto,"['Comedy', 'Drama']",2022-12-28,126,,Playtone,50000000,108961677,7.79,[]
R.I.P.D. 2: Rise of the Damned,"['Action', 'Comedy', 'Fantasy', 'Crime']",2022-11-15,102,,Universal 1440 Entertainment,0,0,6.4,[]
Smile,"['Horror', 'Mystery', 'Thriller']",2022-09-23,115,,Paramount Players,17000000,216100000,6.685,[]
Take the Night,"['Drama', 'Crime', 'Thriller']",2022-07-08,82,,TDP FILMS,1000000,0,6.7,[]
Prey for the Devil,"['Horror', 'Thriller']",2022-10-23,93,,Lionsgate,0,37655699,7.02,[]
A Frozen Rooster,"['Animation', 'Adventure', 'Comedy', 'Family']",2022-12-14,91,,Huevocartoon Producciones,0,0,7.7,[]
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"['Animation', 'Fantasy', 'Adventure']",2022-11-25,108,,8bit,0,11426555,7.303,[]
DC League of Super-Pets,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",2022-07-27,105,,Warner Bros. Pictures Animation,90000000,203000000,7.3,[]
Harry Potter 20th Anniversary: Return to Hogwarts,['Documentary'],2022-01-01,103,,Pulse Films,0,0,7.3,[]
Strange World,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",2022-11-23,102,,Walt Disney Pictures,180000000,73621640,6.401,[]
The Witch: Part 2. The Other One,"['Action', 'Mystery', 'Thriller', 'Science Fiction', 'Adventure']",2022-06-15,137,,Peppermint&company,0,23068596,7.32,[]
Hocus Pocus 2,"['Fantasy', 'Comedy', 'Family']",2022-09-30,107,,Walt Disney Pictures,30000000,0,7.305,[]
Beast,"['Thriller', 'Action', 'Horror']",2022-08-11,93,,RVK Studios,0,56000000,6.698,[]
The Great Arms Robbery,"['Crime', 'Drama', 'Action']",2022-04-09,72,,,0,0,6.955,[]
Shadow Master,"['Action', 'Fantasy', 'Thriller']",2022-11-03,90,,Rock Solid Productions,0,0,6.761,[]
Project Gemini,"['Science Fiction', 'Horror']",2022-01-06,98,,KD Studios,6000000,211674,5.81,[]
